cntry,year,sex,e0,edagger,kentro
ISR,2008,male,79.01,11.03,1.97
ISR,2009,female,83.30,9.42,2.18
ISR,2009,male,79.61,10.90,1.99
ISR,2010,female,83.50,9.43,2.18
ISR,2010,male,79.70,10.94,1.99
ISR,2011,female,83.45,9.36,2.19
ISR,2011,male,79.86,10.78,2.00
ISR,2012,female,83.55,9.22,2.20
ISR,2012,male,79.88,10.74,2.01
ISR,2013,female,83.84,9.30,2.20
ISR,2013,male,80.29,10.75,2.01
ISR,2014,female,84.08,9.20,2.21
ISR,2014,male,80.37,10.70,2.02
ITA,1872,female,30.20,28.92,0.04
ITA,1872,male,29.22,29.25,0.00
ITA,1873,female,31.79,28.07,0.12
ITA,1873,male,31.44,28.58,0.10
ITA,1874,female,31.97,27.95,0.13
ITA,1874,male,31.56,28.40,0.11
ITA,1875,female,31.61,28.18,0.11
ITA,1875,male,31.07,28.79,0.08
ITA,1876,female,33.95,28.45,0.18
ITA,1876,male,33.30,28.96,0.14
ITA,1877,female,35.15,28.06,0.23
ITA,1877,male,34.70,28.59,0.19
ITA,1878,female,34.54,27.97,0.21
ITA,1878,male,34.16,28.40,0.18
ITA,1879,female,34.13,28.07,0.20
ITA,1879,male,33.81,28.41,0.17
ITA,1880,female,33.14,27.97,0.17
ITA,1880,male,32.40,28.17,0.14
ITA,1881,female,34.43,28.79,0.18
ITA,1881,male,34.01,29.30,0.15
ITA,1882,female,34.55,28.89,0.18
ITA,1882,male,34.06,29.48,0.14
ITA,1883,female,35.19,28.49,0.21
ITA,1883,male,35.20,29.11,0.19
ITA,1884,female,36.64,28.18,0.26
ITA,1884,male,36.64,28.79,0.24
ITA,1885,female,36.75,28.25,0.26
ITA,1885,male,37.00,28.80,0.25
ITA,1886,female,35.07,28.19,0.22
ITA,1886,male,35.23,28.69,0.21
ITA,1887,female,35.96,28.32,0.24
ITA,1887,male,36.07,28.75,0.23
ITA,1888,female,37.02,27.98,0.28
ITA,1888,male,36.93,28.44,0.26
ITA,1889,female,39.08,27.81,0.34
ITA,1889,male,39.10,28.20,0.33
ITA,1890,female,38.57,27.57,0.34
ITA,1890,male,38.50,28.01,0.32
ITA,1891,female,38.51,27.62,0.33
ITA,1891,male,38.51,28.07,0.32
ITA,1892,female,38.92,27.13,0.36
ITA,1892,male,38.87,27.53,0.34
ITA,1893,female,39.98,27.13,0.39
ITA,1893,male,39.71,27.53,0.37
ITA,1894,female,40.05,27.25,0.39
ITA,1894,male,39.87,27.59,0.37
ITA,1895,female,39.91,27.51,0.37
ITA,1895,male,39.41,27.83,0.35
ITA,1896,female,40.99,27.39,0.40
ITA,1896,male,40.47,27.58,0.38
ITA,1897,female,43.39,27.07,0.47
ITA,1897,male,43.25,27.19,0.46
ITA,1898,female,42.56,26.97,0.46
ITA,1898,male,42.14,27.12,0.44
ITA,1899,female,43.80,26.48,0.50
ITA,1899,male,43.58,26.58,0.49
ITA,1900,female,41.80,26.64,0.45
ITA,1900,male,41.56,26.87,0.44
ITA,1901,female,43.79,26.40,0.51
ITA,1901,male,43.30,26.49,0.49
ITA,1902,female,43.17,26.96,0.47
ITA,1902,male,42.83,27.05,0.46
ITA,1903,female,43.39,26.56,0.49
ITA,1903,male,42.86,26.58,0.48
ITA,1904,female,44.61,26.58,0.52
ITA,1904,male,44.19,26.57,0.51
ITA,1905,female,44.16,26.35,0.52
ITA,1905,male,43.65,26.40,0.50
ITA,1906,female,45.37,26.39,0.54
ITA,1906,male,44.76,26.44,0.53
ITA,1907,female,45.69,25.89,0.57
ITA,1907,male,45.16,25.95,0.55
ITA,1908,female,43.53,26.44,0.50
ITA,1908,male,42.78,26.50,0.48
ITA,1909,female,45.23,25.91,0.56
ITA,1909,male,44.08,26.03,0.53
ITA,1910,female,47.13,25.52,0.61
ITA,1910,male,46.32,25.59,0.59
ITA,1911,female,44.99,25.85,0.55
ITA,1911,male,44.50,25.91,0.54
ITA,1912,female,49.41,24.72,0.69
ITA,1912,male,48.47,24.94,0.66
ITA,1913,female,48.81,24.97,0.67
ITA,1913,male,48.03,25.09,0.65
ITA,1914,female,50.32,24.21,0.73
ITA,1914,male,49.39,24.36,0.71
ITA,1915,female,46.94,25.38,0.61
ITA,1915,male,38.55,26.80,0.36
ITA,1916,female,46.53,25.91,0.59
ITA,1916,male,33.87,26.90,0.23
ITA,1917,female,47.49,25.00,0.64
ITA,1917,male,31.03,25.49,0.20
ITA,1918,female,28.33,26.63,0.06
ITA,1918,male,23.50,23.80,-0.01
ITA,1919,female,45.52,25.73,0.57
ITA,1919,male,39.22,26.19,0.40
ITA,1920,female,46.04,25.98,0.57
ITA,1920,male,44.93,26.14,0.54
ITA,1921,female,49.97,24.50,0.71
ITA,1921,male,48.45,24.96,0.66
ITA,1922,female,50.67,23.60,0.76
ITA,1922,male,49.26,24.05,0.72
ITA,1923,female,52.02,23.74,0.78
ITA,1923,male,50.83,23.88,0.76
ITA,1924,female,52.24,23.42,0.80
ITA,1924,male,50.72,23.58,0.77
ITA,1925,female,52.22,23.38,0.80
ITA,1925,male,50.35,23.60,0.76
ITA,1926,female,51.77,23.63,0.78
ITA,1926,male,50.10,23.84,0.74
ITA,1927,female,53.35,23.07,0.84
ITA,1927,male,51.75,23.31,0.80
ITA,1928,female,53.56,22.85,0.85
ITA,1928,male,51.74,23.12,0.81
ITA,1929,female,53.29,22.56,0.86
ITA,1929,male,51.23,23.00,0.80
ITA,1930,female,56.26,22.31,0.93
ITA,1930,male,54.08,22.64,0.87
ITA,1931,female,55.81,21.87,0.94
ITA,1931,male,53.69,22.22,0.88
ITA,1932,female,55.96,21.78,0.94
ITA,1932,male,53.53,22.23,0.88
ITA,1933,female,57.46,21.25,0.99
ITA,1933,male,55.06,21.71,0.93
ITA,1934,female,58.07,21.16,1.01
ITA,1934,male,55.57,21.65,0.94
ITA,1935,female,57.51,21.03,1.01
ITA,1935,male,54.89,21.64,0.93
ITA,1936,female,58.17,20.61,1.04
ITA,1936,male,55.27,21.35,0.95
ITA,1937,female,56.85,21.45,0.97
ITA,1937,male,54.05,22.08,0.90
ITA,1938,female,57.49,21.03,1.01
ITA,1938,male,54.69,21.74,0.92
ITA,1939,female,59.03,20.07,1.08
ITA,1939,male,56.17,20.91,0.99
ITA,1940,female,59.03,19.87,1.09
ITA,1940,male,54.88,21.27,0.95
ITA,1941,female,58.18,20.45,1.05
ITA,1941,male,51.31,22.92,0.81
ITA,1942,female,57.63,20.75,1.02
ITA,1942,male,47.92,23.92,0.69
ITA,1943,female,56.21,21.52,0.96
ITA,1943,male,43.57,24.84,0.56
ITA,1944,female,57.29,20.55,1.03
ITA,1944,male,47.99,23.46,0.72
ITA,1945,female,58.63,20.52,1.05
ITA,1945,male,51.25,23.18,0.79
ITA,1946,female,60.55,20.18,1.10
ITA,1946,male,57.32,21.06,1.00
ITA,1947,female,62.89,18.53,1.22
ITA,1947,male,59.38,19.73,1.10
ITA,1948,female,64.94,17.32,1.32
ITA,1948,male,61.89,18.38,1.21
ITA,1949,female,65.58,16.87,1.36
ITA,1949,male,62.57,17.87,1.25
ITA,1950,female,67.48,16.00,1.44
ITA,1950,male,63.99,17.09,1.32
ITA,1951,female,67.04,15.72,1.45
ITA,1951,male,63.50,16.79,1.33
ITA,1952,female,67.71,15.31,1.49
ITA,1952,male,64.09,16.45,1.36
ITA,1953,female,68.39,14.80,1.53
ITA,1953,male,64.69,15.98,1.40
ITA,1954,female,69.91,14.51,1.57
ITA,1954,male,65.81,15.85,1.42
ITA,1955,female,70.35,14.22,1.60
ITA,1955,male,66.08,15.67,1.44
ITA,1956,female,69.80,13.64,1.63
ITA,1956,male,65.41,15.09,1.47
ITA,1957,female,70.11,14.09,1.60
ITA,1957,male,65.45,15.53,1.44
ITA,1958,female,71.19,13.87,1.64
ITA,1958,male,66.48,15.39,1.46
ITA,1959,female,71.65,13.81,1.65
ITA,1959,male,66.91,15.31,1.48
ITA,1960,female,71.68,13.40,1.68
ITA,1960,male,66.67,14.96,1.49
ITA,1961,female,72.47,13.23,1.70
ITA,1961,male,67.15,14.97,1.50
ITA,1962,female,71.88,13.12,1.70
ITA,1962,male,66.53,14.81,1.50
ITA,1963,female,72.06,13.03,1.71
ITA,1963,male,66.56,14.75,1.51
ITA,1964,female,73.17,12.85,1.74
ITA,1964,male,67.57,14.57,1.53
ITA,1965,female,73.04,12.50,1.76
ITA,1965,male,67.43,14.25,1.55
ITA,1966,female,73.81,12.50,1.78
ITA,1966,male,68.15,14.18,1.57
ITA,1967,female,73.83,12.31,1.79
ITA,1967,male,68.21,14.00,1.58
ITA,1968,female,73.72,12.13,1.80
ITA,1968,male,67.98,13.86,1.59
ITA,1969,female,73.87,12.36,1.79
ITA,1969,male,67.87,13.97,1.58
ITA,1970,female,74.54,12.07,1.82
ITA,1970,male,68.70,13.74,1.61
ITA,1971,female,74.87,11.94,1.84
ITA,1971,male,68.87,13.68,1.62
ITA,1972,female,75.20,11.89,1.84
ITA,1972,male,69.08,13.62,1.62
ITA,1973,female,75.11,11.57,1.87
ITA,1973,male,69.08,13.27,1.65
ITA,1974,female,75.90,11.35,1.90
ITA,1974,male,69.70,13.06,1.67
ITA,1975,female,75.90,11.14,1.92
ITA,1975,male,69.54,12.85,1.69
ITA,1976,female,76.27,11.04,1.93
ITA,1976,male,69.86,12.70,1.70
ITA,1977,female,76.73,10.83,1.96
ITA,1977,male,70.15,12.61,1.72
ITA,1978,female,77.13,10.81,1.96
ITA,1978,male,70.42,12.56,1.72
ITA,1979,female,77.47,10.73,1.98
ITA,1979,male,70.72,12.46,1.74
ITA,1980,female,77.42,10.67,1.98
ITA,1980,male,70.67,12.39,1.74
ITA,1981,female,77.75,10.55,2.00
ITA,1981,male,71.10,12.24,1.76
ITA,1982,female,78.18,10.52,2.01
ITA,1982,male,71.59,12.22,1.77
ITA,1983,female,77.99,10.32,2.02
ITA,1983,male,71.44,11.99,1.79
ITA,1984,female,78.77,10.38,2.03
ITA,1984,male,72.16,12.04,1.79
ITA,1985,female,78.83,10.25,2.04
ITA,1985,male,72.31,11.87,1.81
ITA,1986,female,79.12,10.22,2.05
ITA,1986,male,72.63,11.82,1.82
ITA,1987,female,79.56,10.28,2.05
ITA,1987,male,73.03,11.89,1.82
ITA,1988,female,79.72,10.18,2.06
ITA,1988,male,73.22,11.84,1.82
ITA,1989,female,80.15,10.17,2.06
ITA,1989,male,73.59,11.86,1.83
ITA,1990,female,80.25,10.05,2.08
ITA,1990,male,73.63,11.88,1.82
ITA,1991,female,80.30,10.10,2.07
ITA,1991,male,73.59,11.94,1.82
ITA,1992,female,80.66,10.10,2.08
ITA,1992,male,73.97,11.97,1.82
ITA,1993,female,80.83,10.07,2.08
ITA,1993,male,74.36,11.70,1.85
ITA,1994,female,81.07,9.97,2.10
ITA,1994,male,74.56,11.66,1.86
ITA,1995,female,81.34,9.96,2.10
ITA,1995,male,74.78,11.68,1.86
ITA,1996,female,81.54,10.03,2.10
ITA,1996,male,75.19,11.57,1.87
ITA,1997,female,81.77,9.81,2.12
ITA,1997,male,75.53,11.36,1.89
ITA,1998,female,81.84,9.73,2.13
ITA,1998,male,75.65,11.23,1.91
ITA,1999,female,82.20,9.60,2.15
ITA,1999,male,76.06,11.15,1.92
ITA,2000,female,82.51,9.61,2.15
ITA,2000,male,76.54,11.07,1.93
ITA,2001,female,82.80,9.59,2.16
ITA,2001,male,76.80,11.07,1.94
ITA,2002,female,82.97,9.50,2.17
ITA,2002,male,77.08,10.99,1.95
ITA,2003,female,82.87,9.27,2.19
ITA,2003,male,77.32,10.64,1.98
ITA,2004,female,83.76,9.43,2.18
ITA,2004,male,78.05,10.77,1.98
ITA,2005,female,83.66,9.22,2.21
ITA,2005,male,78.15,10.58,2.00
ITA,2006,female,84.04,9.23,2.21
ITA,2006,male,78.55,10.59,2.00
ITA,2007,female,84.02,9.17,2.22
ITA,2007,male,78.72,10.47,2.02
ITA,2008,female,84.03,9.13,2.22
ITA,2008,male,78.74,10.49,2.02
ITA,2009,female,84.15,9.10,2.22
ITA,2009,male,79.10,10.32,2.04
ITA,2010,female,84.49,9.02,2.24
ITA,2010,male,79.49,10.20,2.05
ITA,2011,female,84.51,9.03,2.24
ITA,2011,male,79.63,10.17,2.06
ITA,2012,female,84.45,8.94,2.25
ITA,2012,male,79.72,10.07,2.07
JPN,1947,female,53.68,22.06,0.89
JPN,1947,male,49.81,21.79,0.83
JPN,1948,female,58.66,20.19,1.07
JPN,1948,male,55.05,20.20,1.00
JPN,1949,female,59.47,19.84,1.10
JPN,1949,male,55.99,19.78,1.04
JPN,1950,female,60.91,18.68,1.18
JPN,1950,male,57.59,18.56,1.13
JPN,1951,female,62.58,17.97,1.25
JPN,1951,male,59.27,17.98,1.19
JPN,1952,female,64.68,16.87,1.34
JPN,1952,male,61.27,16.98,1.28
JPN,1953,female,65.09,16.17,1.39
JPN,1953,male,61.56,16.31,1.33
JPN,1954,female,66.60,15.99,1.43
JPN,1954,male,62.51,16.34,1.34
JPN,1955,female,67.78,15.31,1.49
JPN,1955,male,63.63,15.75,1.40
JPN,1956,female,67.68,14.87,1.52
JPN,1956,male,63.45,15.39,1.42
JPN,1957,female,67.63,14.58,1.53
JPN,1957,male,63.28,15.07,1.44
JPN,1958,female,69.33,14.33,1.58
JPN,1958,male,64.78,14.99,1.46
JPN,1959,female,69.77,14.00,1.61
JPN,1959,male,65.11,14.74,1.49
JPN,1960,female,70.15,13.40,1.66
JPN,1960,male,65.32,14.25,1.52
JPN,1961,female,70.84,13.01,1.69
JPN,1961,male,65.92,14.02,1.55
JPN,1962,female,71.13,12.62,1.73
JPN,1962,male,66.20,13.51,1.59
JPN,1963,female,72.28,12.40,1.76
JPN,1963,male,67.20,13.47,1.61
JPN,1964,female,72.77,12.10,1.79
JPN,1964,male,67.64,13.20,1.63
JPN,1965,female,72.84,11.73,1.83
JPN,1965,male,67.68,12.81,1.66
JPN,1966,female,73.66,11.67,1.84
JPN,1966,male,68.46,12.83,1.67
JPN,1967,female,73.95,11.58,1.85
JPN,1967,male,68.75,12.74,1.69
JPN,1968,female,74.29,11.35,1.88
JPN,1968,male,69.06,12.47,1.71
JPN,1969,female,74.62,11.33,1.89
JPN,1969,male,69.20,12.49,1.71
JPN,1970,female,74.67,11.16,1.90
JPN,1970,male,69.32,12.39,1.72
JPN,1971,female,75.48,11.11,1.92
JPN,1971,male,70.13,12.34,1.74
JPN,1972,female,75.93,11.01,1.93
JPN,1972,male,70.53,12.29,1.75
JPN,1973,female,76.01,10.76,1.96
JPN,1973,male,70.75,12.08,1.77
JPN,1974,female,76.36,10.58,1.98
JPN,1974,male,71.25,11.88,1.79
JPN,1975,female,76.86,10.48,1.99
JPN,1975,male,71.74,11.79,1.81
JPN,1976,female,77.28,10.31,2.01
JPN,1976,male,72.12,11.64,1.82
JPN,1977,female,77.85,10.30,2.02
JPN,1977,male,72.66,11.69,1.83
JPN,1978,female,78.21,10.21,2.04
JPN,1978,male,72.95,11.61,1.84
JPN,1979,female,78.75,10.19,2.05
JPN,1979,male,73.42,11.60,1.84
JPN,1980,female,78.75,9.99,2.06
JPN,1980,male,73.38,11.41,1.86
JPN,1981,female,79.15,9.96,2.07
JPN,1981,male,73.80,11.39,1.87
JPN,1982,female,79.71,10.00,2.08
JPN,1982,male,74.25,11.46,1.87
JPN,1983,female,79.81,9.88,2.09
JPN,1983,male,74.23,11.39,1.87
JPN,1984,female,80.25,9.85,2.10
JPN,1984,male,74.59,11.38,1.88
JPN,1985,female,80.53,9.79,2.11
JPN,1985,male,74.88,11.26,1.89
JPN,1986,female,80.96,9.75,2.12
JPN,1986,male,75.26,11.27,1.90
JPN,1987,female,81.41,9.72,2.12
JPN,1987,male,75.63,11.23,1.91
JPN,1988,female,81.31,9.59,2.14
JPN,1988,male,75.57,11.07,1.92
JPN,1989,female,81.78,9.65,2.14
JPN,1989,male,75.95,11.10,1.92
JPN,1990,female,81.85,9.54,2.15
JPN,1990,male,75.93,11.03,1.93
JPN,1991,female,82.16,9.59,2.15
JPN,1991,male,76.15,11.03,1.93
JPN,1992,female,82.28,9.61,2.15
JPN,1992,male,76.12,11.07,1.93
JPN,1993,female,82.43,9.60,2.15
JPN,1993,male,76.25,11.03,1.93
JPN,1994,female,82.89,9.57,2.16
JPN,1994,male,76.58,11.06,1.94
JPN,1995,female,82.77,9.66,2.15
JPN,1995,male,76.40,11.00,1.94
JPN,1996,female,83.49,9.67,2.16
JPN,1996,male,77.02,11.06,1.94
JPN,1997,female,83.73,9.65,2.16
JPN,1997,male,77.22,11.00,1.95
JPN,1998,female,83.92,9.73,2.15
JPN,1998,male,77.18,11.15,1.93
JPN,1999,female,83.92,9.61,2.17
JPN,1999,male,77.14,11.04,1.94
JPN,2000,female,84.54,9.68,2.17
JPN,2000,male,77.68,11.09,1.95
JPN,2001,female,84.87,9.64,2.18
JPN,2001,male,78.02,11.06,1.95
JPN,2002,female,85.17,9.66,2.18
JPN,2002,male,78.28,11.04,1.96
JPN,2003,female,85.27,9.62,2.18
JPN,2003,male,78.31,11.02,1.96
JPN,2004,female,85.52,9.61,2.19
JPN,2004,male,78.60,11.01,1.97
JPN,2005,female,85.45,9.54,2.19
JPN,2005,male,78.50,10.90,1.97
JPN,2006,female,85.74,9.53,2.20
JPN,2006,male,78.93,10.88,1.98
JPN,2007,female,85.93,9.47,2.21
JPN,2007,male,79.12,10.83,1.99
JPN,2008,female,86.00,9.44,2.21
JPN,2008,male,79.24,10.74,2.00
JPN,2009,female,86.39,9.38,2.22
JPN,2009,male,79.55,10.76,2.00
JPN,2010,female,86.30,9.30,2.23
JPN,2010,male,79.56,10.64,2.01
JPN,2011,female,85.92,9.52,2.20
JPN,2011,male,79.46,10.70,2.01
JPN,2012,female,86.43,9.18,2.24
JPN,2012,male,79.96,10.47,2.03
LTU,1959,female,70.55,14.96,1.55
LTU,1959,male,64.28,16.99,1.33
LTU,1960,female,73.02,14.84,1.59
LTU,1960,male,66.98,16.53,1.40
LTU,1961,female,73.61,13.80,1.67
LTU,1961,male,66.83,16.38,1.41
LTU,1962,female,72.45,13.55,1.68
LTU,1962,male,65.92,15.89,1.42
LTU,1963,female,73.86,13.84,1.67
LTU,1963,male,66.80,16.14,1.42
LTU,1964,female,75.05,13.78,1.70
LTU,1964,male,68.30,15.94,1.46
LTU,1965,female,74.75,13.10,1.74
LTU,1965,male,68.16,15.30,1.49
LTU,1966,female,75.12,12.98,1.76
LTU,1966,male,68.16,15.50,1.48
LTU,1967,female,75.47,12.82,1.77
LTU,1967,male,67.98,15.25,1.49
LTU,1968,female,75.16,12.80,1.77
LTU,1968,male,67.68,15.48,1.48
LTU,1969,female,75.01,12.67,1.78
LTU,1969,male,67.08,15.53,1.46
LTU,1970,female,75.03,12.53,1.79
LTU,1970,male,66.81,15.50,1.46
LTU,1971,female,76.13,12.45,1.81
LTU,1971,male,67.56,15.61,1.46
LTU,1972,female,75.45,12.41,1.80
LTU,1972,male,66.83,15.61,1.45
LTU,1973,female,75.65,12.63,1.79
LTU,1973,male,67.23,15.67,1.46
LTU,1974,female,75.71,12.82,1.78
LTU,1974,male,67.02,16.03,1.43
LTU,1975,female,75.56,12.55,1.80
LTU,1975,male,66.37,16.02,1.42
LTU,1976,female,75.88,12.32,1.82
LTU,1976,male,66.30,15.96,1.42
LTU,1977,female,75.65,12.65,1.79
LTU,1977,male,66.20,15.94,1.42
LTU,1978,female,75.43,12.61,1.79
LTU,1978,male,66.00,15.76,1.43
LTU,1979,female,75.62,12.55,1.80
LTU,1979,male,65.58,15.93,1.42
LTU,1980,female,75.63,12.31,1.82
LTU,1980,male,65.58,15.74,1.43
LTU,1981,female,75.65,12.72,1.78
LTU,1981,male,65.50,15.96,1.41
LTU,1982,female,75.99,12.73,1.79
LTU,1982,male,65.92,15.93,1.42
LTU,1983,female,75.89,12.39,1.81
LTU,1983,male,65.89,15.69,1.44
LTU,1984,female,75.56,12.14,1.83
LTU,1984,male,65.33,15.53,1.44
LTU,1985,female,75.47,12.03,1.84
LTU,1985,male,65.75,15.04,1.47
LTU,1986,female,76.43,11.79,1.87
LTU,1986,male,67.92,14.57,1.54
LTU,1987,female,76.33,11.69,1.88
LTU,1987,male,67.73,14.41,1.55
LTU,1988,female,76.26,11.73,1.87
LTU,1988,male,67.45,14.48,1.54
LTU,1989,female,76.22,11.97,1.85
LTU,1989,male,66.84,14.85,1.50
LTU,1990,female,76.15,11.74,1.87
LTU,1990,male,66.38,14.78,1.50
LTU,1991,female,75.81,12.18,1.83
LTU,1991,male,65.13,15.53,1.43
LTU,1992,female,75.88,12.17,1.83
LTU,1992,male,64.79,15.55,1.43
LTU,1993,female,74.93,12.04,1.83
LTU,1993,male,63.11,15.58,1.40
LTU,1994,female,74.77,12.32,1.80
LTU,1994,male,62.52,15.80,1.38
LTU,1995,female,74.97,12.17,1.82
LTU,1995,male,63.24,15.67,1.40
LTU,1996,female,75.79,11.85,1.86
LTU,1996,male,64.61,15.16,1.45
LTU,1997,female,76.55,11.33,1.91
LTU,1997,male,65.45,15.08,1.47
LTU,1998,female,76.57,11.39,1.91
LTU,1998,male,65.97,14.92,1.49
LTU,1999,female,76.94,11.39,1.91
LTU,1999,male,66.33,14.73,1.50
LTU,2000,female,77.37,11.31,1.92
LTU,2000,male,66.74,14.82,1.50
LTU,2001,female,77.48,11.18,1.94
LTU,2001,male,65.91,14.99,1.48
LTU,2002,female,77.47,11.17,1.94
LTU,2002,male,66.18,14.73,1.50
LTU,2003,female,77.73,11.22,1.94
LTU,2003,male,66.42,14.57,1.52
LTU,2004,female,77.73,11.23,1.94
LTU,2004,male,66.28,14.90,1.49
LTU,2005,female,77.47,11.18,1.94
LTU,2005,male,65.22,15.10,1.46
LTU,2006,female,77.07,11.52,1.90
LTU,2006,male,65.06,15.09,1.46
LTU,2007,female,77.19,11.63,1.89
LTU,2007,male,64.52,15.15,1.45
LTU,2008,female,77.52,11.44,1.91
LTU,2008,male,65.93,14.86,1.49
LTU,2009,female,78.53,10.97,1.97
LTU,2009,male,67.12,14.40,1.54
LTU,2010,female,78.75,10.75,1.99
LTU,2010,male,67.55,14.20,1.56
LTU,2011,female,79.06,10.84,1.99
LTU,2011,male,68.03,14.19,1.57
LTU,2012,female,79.41,10.58,2.02
LTU,2012,male,68.39,14.11,1.58
LTU,2013,female,79.37,10.65,2.01
LTU,2013,male,68.52,13.97,1.59
LUX,1960,female,72.16,11.86,1.81
LUX,1960,male,66.05,14.24,1.53
LUX,1961,female,72.46,12.29,1.77
LUX,1961,male,66.78,14.08,1.56
LUX,1962,female,71.82,12.00,1.79
LUX,1962,male,65.65,13.83,1.56
LUX,1963,female,71.93,12.22,1.77
LUX,1963,male,65.95,14.35,1.53
LUX,1964,female,72.98,12.22,1.79
LUX,1964,male,65.42,14.88,1.48
LUX,1965,female,72.93,11.68,1.83
LUX,1965,male,66.08,13.74,1.57
LUX,1966,female,72.50,12.42,1.76
LUX,1966,male,66.27,13.81,1.57
LUX,1967,female,73.03,11.74,1.83
LUX,1967,male,66.53,13.27,1.61
LUX,1968,female,73.35,11.19,1.88
LUX,1968,male,67.33,13.21,1.63
LUX,1969,female,73.30,11.49,1.85
LUX,1969,male,66.56,13.38,1.60
LUX,1970,female,72.92,12.28,1.78
LUX,1970,male,66.40,13.64,1.58
LUX,1971,female,72.95,11.75,1.83
LUX,1971,male,66.17,13.41,1.60
LUX,1972,female,73.88,11.72,1.84
LUX,1972,male,67.63,12.92,1.65
LUX,1973,female,74.45,11.29,1.89
LUX,1973,male,66.75,13.27,1.62
LUX,1974,female,74.31,10.97,1.91
LUX,1974,male,66.97,13.27,1.62
LUX,1975,female,74.14,11.11,1.90
LUX,1975,male,67.03,13.41,1.61
LUX,1976,female,74.07,11.07,1.90
LUX,1976,male,67.00,12.82,1.65
LUX,1977,female,75.77,10.77,1.95
LUX,1977,male,67.92,12.85,1.67
LUX,1978,female,75.25,11.15,1.91
LUX,1978,male,68.26,12.51,1.70
LUX,1979,female,75.97,11.15,1.92
LUX,1979,male,68.83,12.83,1.68
LUX,1980,female,75.17,11.29,1.90
LUX,1980,male,69.85,11.94,1.77
LUX,1981,female,75.86,10.87,1.94
LUX,1981,male,68.85,12.92,1.67
LUX,1982,female,76.06,11.14,1.92
LUX,1982,male,68.83,12.88,1.68
LUX,1983,female,76.82,10.33,2.01
LUX,1983,male,69.78,12.17,1.75
LUX,1984,female,76.57,11.00,1.94
LUX,1984,male,69.58,12.70,1.70
LUX,1985,female,76.95,10.97,1.95
LUX,1985,male,70.21,12.21,1.75
LUX,1986,female,78.36,9.85,2.07
LUX,1986,male,70.71,11.85,1.79
LUX,1987,female,77.57,10.40,2.01
LUX,1987,male,70.57,12.41,1.74
LUX,1988,female,78.46,10.65,2.00
LUX,1988,male,70.94,12.25,1.76
LUX,1989,female,77.98,10.31,2.02
LUX,1989,male,71.22,12.31,1.76
LUX,1990,female,78.22,10.66,1.99
LUX,1990,male,72.30,11.94,1.80
LUX,1991,female,78.85,10.45,2.02
LUX,1991,male,71.93,12.48,1.75
LUX,1992,female,78.22,10.58,2.00
LUX,1992,male,71.89,12.02,1.79
LUX,1993,female,79.20,10.10,2.06
LUX,1993,male,72.12,12.14,1.78
LUX,1994,female,79.43,10.14,2.06
LUX,1994,male,73.11,11.75,1.83
LUX,1995,female,79.91,10.29,2.05
LUX,1995,male,72.87,11.84,1.82
LUX,1996,female,79.58,10.32,2.04
LUX,1996,male,73.17,11.55,1.85
LUX,1997,female,79.39,10.25,2.05
LUX,1997,male,73.94,11.26,1.88
LUX,1998,female,80.11,10.01,2.08
LUX,1998,male,73.65,11.48,1.86
LUX,1999,female,80.71,9.69,2.12
LUX,1999,male,74.28,11.42,1.87
LUX,2000,female,80.79,9.97,2.09
LUX,2000,male,74.50,11.35,1.88
LUX,2001,female,80.45,10.28,2.06
LUX,2001,male,75.05,11.40,1.88
LUX,2002,female,81.22,10.00,2.09
LUX,2002,male,74.60,11.81,1.84
LUX,2003,female,80.80,9.54,2.14
LUX,2003,male,74.81,11.01,1.92
LUX,2004,female,82.20,9.51,2.16
LUX,2004,male,76.04,11.07,1.93
LUX,2005,female,82.07,9.57,2.15
LUX,2005,male,76.76,10.81,1.96
LUX,2006,female,81.73,9.55,2.15
LUX,2006,male,76.81,11.13,1.93
LUX,2007,female,82.01,9.57,2.15
LUX,2007,male,76.72,10.54,1.98
LUX,2008,female,82.77,9.41,2.17
LUX,2008,male,78.10,10.35,2.02
LUX,2009,female,82.93,9.52,2.16
LUX,2009,male,78.13,10.38,2.02
LUX,2010,female,83.18,9.43,2.18
LUX,2010,male,77.94,10.46,2.01
LUX,2011,female,83.19,9.34,2.19
LUX,2011,male,78.40,10.38,2.02
LUX,2012,female,83.41,9.05,2.22
LUX,2012,male,78.78,10.44,2.02
LUX,2013,female,83.43,9.40,2.18
LUX,2013,male,79.37,10.59,2.01
LUX,2014,female,84.48,9.36,2.20
LUX,2014,male,79.12,10.23,2.05
LVA,1959,female,72.64,12.89,1.73
LVA,1959,male,65.54,15.68,1.43
LVA,1960,female,73.49,12.97,1.73
LVA,1960,male,66.25,15.27,1.47
LVA,1961,female,73.92,12.44,1.78
LVA,1961,male,66.33,15.16,1.48
LVA,1962,female,73.18,12.28,1.78
LVA,1962,male,65.85,14.98,1.48
LVA,1963,female,73.66,12.52,1.77
LVA,1963,male,66.19,15.20,1.47
LVA,1964,female,74.89,12.52,1.79
LVA,1964,male,67.34,14.78,1.52
LVA,1965,female,74.85,11.95,1.83
LVA,1965,male,66.79,14.69,1.51
LVA,1966,female,74.61,12.16,1.81
LVA,1966,male,67.00,14.59,1.52
LVA,1967,female,74.21,12.21,1.80
LVA,1967,male,66.74,14.58,1.52
